,City,State,Population,Latitude,Longitude,APICode,AdministrativeArea.CountryID,AdministrativeArea.EnglishName,AdministrativeArea.EnglishType,AdministrativeArea.ID,AdministrativeArea.Level,AdministrativeArea.LocalizedName,AdministrativeArea.LocalizedType,Country.EnglishName,Country.ID,Country.LocalizedName,DataSets,EnglishName,GeoPosition.Elevation.Imperial.Unit,GeoPosition.Elevation.Imperial.UnitType,GeoPosition.Elevation.Imperial.Value,GeoPosition.Elevation.Metric.Unit,GeoPosition.Elevation.Metric.UnitType,GeoPosition.Elevation.Metric.Value,GeoPosition.Latitude,GeoPosition.Longitude,IsAlias,Key,LocalizedName,PrimaryPostalCode,Rank,Region.EnglishName,Region.ID,Region.LocalizedName,SupplementalAdminAreas,TimeZone.Code,TimeZone.GmtOffset,TimeZone.IsDaylightSaving,TimeZone.Name,TimeZone.NextOffsetChange,Type,Version
47,Arlington,Texas,398112,32.7007,-97.1247,32.7007%2C-97.1247,US,Texas,State,TX,1,Texas,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Arlington,ft,0,610,m,5,186,32.736,-97.108,FALSE,331134,Arlington,76010,35,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Tarrant', 'EnglishName': 'Tarrant'}]",CST,-6,FALSE,America/Chicago,2020-03-08T08:00:00Z,City,1
48,Tampa,Florida,392890,27.9701,-82.4797,27.9701%2C-82.4797,US,Florida,State,FL,1,Florida,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Tampa,ft,0,9,m,5,3,27.948,-82.458,FALSE,347937,Tampa,33602,35,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Hillsborough', 'EnglishName': 'Hillsborough'}]",EST,-5,FALSE,America/New_York,2020-03-08T07:00:00Z,City,1
49,New Orleans,Louisiana,391006,30.0534,-89.9345,30.0534%2C-89.9345,US,Louisiana,State,LA,1,Louisiana,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",New Orleans,ft,0,3,m,5,1,29.955,-90.075,FALSE,348585,New Orleans,70112,35,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Orleans', 'EnglishName': 'Orleans'}]",CST,-6,FALSE,America/Chicago,2020-03-08T08:00:00Z,City,1
50,Wichita,Kansas,389255,37.6907,-97.3459,37.6907%2C-97.3459,US,Kansas,State,KS,1,Kansas,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Wichita,ft,0,1302,m,5,397,37.692,-97.338,FALSE,348426,Wichita,67202,35,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Sedgwick', 'EnglishName': 'Sedgwick'}]",CST,-6,FALSE,America/Chicago,2020-03-08T08:00:00Z,City,1
51,Cleveland,Ohio,383793,41.4785,-81.6794,41.4785%2C-81.6794,US,Ohio,State,OH,1,Ohio,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Cleveland,ft,0,646,m,5,197,41.5,-81.695,FALSE,350127,Cleveland,44113,35,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Cuyahoga', 'EnglishName': 'Cuyahoga'}]",EST,-5,FALSE,America/New_York,2020-03-08T07:00:00Z,City,1
52,Bakersfield,California,383579,35.3212,-119.018,35.3212%2C-119.018,US,California,State,CA,1,California,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Bakersfield,ft,0,416,m,5,127,35.373,-119.019,FALSE,327143,Bakersfield,93301,35,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Kern', 'EnglishName': 'Kern'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
53,Aurora,Colorado,374114,39.688,-104.689,39.688%2C-104.689,US,Colorado,State,CO,1,Colorado,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Aurora,ft,0,5395,m,5,1644,39.729,-104.832,FALSE,332211,Aurora,80011,35,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Arapahoe', 'EnglishName': 'Arapahoe'}]",MST,-7,FALSE,America/Denver,2020-03-08T09:00:00Z,City,1
54,Anaheim,California,352005,33.8555,-117.76,33.8555%2C-117.76,US,California,State,CA,1,California,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Anaheim,ft,0,157,m,5,48,33.835,-117.915,FALSE,327150,Anaheim,92805,35,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Orange', 'EnglishName': 'Orange'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
55,Honolulu,Hawaii,347397,21.3243,-157.847,21.3243%2C-157.847,US,Hawaii,State,HI,1,Hawaii,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'Radar']",Honolulu,ft,0,367,m,5,112,21.326,-157.845,FALSE,348211,Honolulu,96817,31,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Honolulu', 'EnglishName': 'Honolulu'}]",HST,-10,FALSE,Pacific/Honolulu,,City,1
56,Santa Ana,California,332725,33.7363,-117.883,33.7363%2C-117.883,US,California,State,CA,1,California,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Santa Ana,ft,0,114,m,5,35,33.746,-117.868,FALSE,327148,Santa Ana,92701,35,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Orange', 'EnglishName': 'Orange'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
57,Riverside,California,330063,33.9381,-117.393,33.9381%2C-117.393,US,California,State,CA,1,California,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Riverside,ft,0,856,m,5,261,33.953,-117.396,FALSE,327146,Riverside,92506,35,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Riverside', 'EnglishName': 'Riverside'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
58,Corpus Christi,Texas,326554,27.7543,-97.1734,27.7543%2C-97.1734,US,Texas,State,TX,1,Texas,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Corpus Christi,ft,0,9,m,5,3,27.801,-97.396,FALSE,331130,Corpus Christi,78401,35,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Nueces', 'EnglishName': 'Nueces'}]",CST,-6,FALSE,America/Chicago,2020-03-08T08:00:00Z,City,1
59,Lexington,Kentucky,323780,38.0407,-84.4583,38.0407%2C-84.4583,US,Kentucky,State,KY,1,Kentucky,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Lexington,ft,0,1016,m,5,310,38.05,-84.459,FALSE,338365,Lexington,40505,35,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Fayette', 'EnglishName': 'Fayette'}]",EST,-5,FALSE,America/New_York,2020-03-08T07:00:00Z,City,1
60,Stockton,California,311178,37.9763,-121.313,37.9763%2C-121.313,US,California,State,CA,1,California,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Stockton,ft,0,3,m,5,1,37.958,-121.291,FALSE,327149,Stockton,95202,35,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'San Joaquin', 'EnglishName': 'San Joaquin'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
61,Henderson,Nevada,310390,36.0097,-115.035,36.0097%2C-115.035,US,Nevada,State,NV,1,Nevada,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Henderson,ft,0,1872,m,5,571,36.04,-114.982,FALSE,339370,Henderson,89015,35,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Clark', 'EnglishName': 'Clark'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
62,Saint Paul,Minnesota,307695,44.9489,-93.1041,44.9489%2C-93.1041,US,Minnesota,State,MN,1,Minnesota,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",St. Paul,ft,0,813,m,5,248,44.944,-93.093,FALSE,348795,St. Paul,55102,31,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Ramsey', 'EnglishName': 'Ramsey'}]",CST,-6,FALSE,America/Chicago,2020-03-08T08:00:00Z,City,1
63,St. Louis,Missouri,302838,38.6357,-90.2446,38.6357%2C-90.2446,US,Missouri,State,MO,1,Missouri,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",St. Louis,ft,0,478,m,5,146,38.627,-90.198,FALSE,349084,St. Louis,63102,35,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'St. Louis', 'EnglishName': 'St. Louis'}]",CST,-6,FALSE,America/Chicago,2020-03-08T08:00:00Z,City,1
64,Cincinnati,Ohio,302605,39.1402,-84.5058,39.1402%2C-84.5058,US,Ohio,State,OH,1,Ohio,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Corryville,ft,0,711,m,5,217,39.136,-84.505,FALSE,2190961,Corryville,45219,85,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Hamilton', 'EnglishName': 'Hamilton'}]",EST,-5,FALSE,America/New_York,2020-03-08T07:00:00Z,City,1
65,Pittsburgh,Pennsylvania,301048,40.4398,-79.9766,40.4398%2C-79.9766,US,Pennsylvania,State,PA,1,Pennsylvania,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Crawford - Roberts,ft,0,678,m,5,207,40.443,-79.984,FALSE,2627584,Crawford - Roberts,15219,85,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Allegheny', 'EnglishName': 'Allegheny'}]",EST,-5,FALSE,America/New_York,2020-03-08T07:00:00Z,City,1
66,Greensboro,North Carolina,294722,36.0951,-79.827,36.0951%2C-79.827,US,North Carolina,State,NC,1,North Carolina,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Greensboro,ft,0,800,m,5,244,36.073,-79.792,FALSE,329822,Greensboro,27401,35,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Guilford', 'EnglishName': 'Guilford'}]",EST,-5,FALSE,America/New_York,2020-03-08T07:00:00Z,City,1
67,Anchorage,Alaska,291538,61.1743,-149.284,61.1743%2C-149.284,US,Alaska,State,AK,1,Alaska,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'Radar']",Anchorage,ft,0,52,m,5,16,61.218,-149.9,FALSE,346835,Anchorage,99501,35,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Anchorage', 'EnglishName': 'Anchorage'}]",AKST,-9,FALSE,America/Anchorage,2020-03-08T11:00:00Z,City,1
68,Plano,Texas,288061,33.0508,-96.7479,33.0508%2C-96.7479,US,Texas,State,TX,1,Texas,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Plano,ft,0,659,m,5,201,33.02,-96.699,FALSE,340969,Plano,75074,35,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Collin', 'EnglishName': 'Collin'}]",CST,-6,FALSE,America/Chicago,2020-03-08T08:00:00Z,City,1
69,Lincoln,Nebraska,287401,40.8105,-96.6803,40.8105%2C-96.6803,US,Nebraska,State,NE,1,Nebraska,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Lincoln,ft,0,1190,m,5,363,40.8,-96.667,FALSE,329505,Lincoln,68510,31,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Lancaster', 'EnglishName': 'Lancaster'}]",CST,-6,FALSE,America/Chicago,2020-03-08T08:00:00Z,City,1
70,Orlando,Florida,285713,28.4166,-81.2736,28.4166%2C-81.2736,US,Florida,State,FL,1,Florida,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Orlando,ft,0,104,m,5,32,28.538,-81.379,FALSE,328169,Orlando,32801,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Orange', 'EnglishName': 'Orange'}]",EST,-5,FALSE,America/New_York,2020-03-08T07:00:00Z,City,1
71,Irvine,California,282572,33.6784,-117.771,33.6784%2C-117.771,US,California,State,CA,1,California,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Irvine,ft,0,49,m,5,15,33.669,-117.823,FALSE,337095,Irvine,92612,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Orange', 'EnglishName': 'Orange'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
72,Newark,New Jersey,282090,40.7242,-74.1726,40.7242%2C-74.1726,US,New Jersey,State,NJ,1,New Jersey,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Newark,ft,0,49,m,5,15,40.736,-74.172,FALSE,349530,Newark,7102,35,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Essex', 'EnglishName': 'Essex'}]",EST,-5,FALSE,America/New_York,2020-03-08T07:00:00Z,City,1
73,Toledo,Ohio,274975,41.6641,-83.5819,41.6641%2C-83.5819,US,Ohio,State,OH,1,Ohio,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Toledo,ft,0,613,m,5,187,41.664,-83.555,FALSE,350129,Toledo,43620,35,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Lucas', 'EnglishName': 'Lucas'}]",EST,-5,FALSE,America/New_York,2020-03-08T07:00:00Z,City,1
74,Durham,North Carolina,274291,35.9811,-78.9029,35.9811%2C-78.9029,US,North Carolina,State,NC,1,North Carolina,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Durham,ft,0,360,m,5,110,35.994,-78.899,FALSE,329821,Durham,27701,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Durham', 'EnglishName': 'Durham'}]",EST,-5,FALSE,America/New_York,2020-03-08T07:00:00Z,City,1
75,Chula Vista,California,271651,32.6277,-117.015,32.6277%2C-117.015,US,California,State,CA,1,California,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Chula Vista,ft,0,65,m,5,20,32.64,-117.084,FALSE,332078,Chula Vista,91910,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'San Diego', 'EnglishName': 'San Diego'}]",PST,-8,FALSE,America/Los_Angeles,2020-03-08T10:00:00Z,City,1
76,Fort Wayne,Indiana,267633,41.0882,-85.1439,41.0882%2C-85.1439,US,Indiana,State,IN,1,Indiana,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Fort Wayne,ft,0,797,m,5,243,41.131,-85.129,FALSE,328790,Fort Wayne,46825,35,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Allen', 'EnglishName': 'Allen'}]",EST,-5,FALSE,America/Indiana/Indianapolis,2020-03-08T07:00:00Z,City,1
77,Jersey City,New Jersey,265549,40.7114,-74.0648,40.7114%2C-74.0648,US,New Jersey,State,NJ,1,New Jersey,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Jersey City,ft,0,22,m,5,7,40.728,-74.078,FALSE,329548,Jersey City,7306,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Hudson', 'EnglishName': 'Hudson'}]",EST,-5,FALSE,America/New_York,2020-03-08T07:00:00Z,City,1
78,St. Petersburg,Florida,265098,27.762,-82.6441,27.762%2C-82.6441,US,Florida,State,FL,1,Florida,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",St. Petersburg,ft,0,36,m,5,11,27.771,-82.679,FALSE,332287,St. Petersburg,33712,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Pinellas', 'EnglishName': 'Pinellas'}]",EST,-5,FALSE,America/New_York,2020-03-08T07:00:00Z,City,1
79,Laredo,Texas,261639,27.5604,-99.4892,27.5604%2C-99.4892,US,Texas,State,TX,1,Texas,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Laredo,ft,0,383,m,5,117,27.506,-99.508,FALSE,331117,Laredo,78040,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Webb', 'EnglishName': 'Webb'}]",CST,-6,FALSE,America/Chicago,2020-03-08T08:00:00Z,City,1
80,Madison,Wisconsin,258054,43.0878,-89.4299,43.0878%2C-89.4299,US,Wisconsin,State,WI,1,Wisconsin,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Madison,ft,0,921,m,5,281,43.073,-89.401,FALSE,331530,Madison,53715,41,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Dane', 'EnglishName': 'Dane'}]",CST,-6,FALSE,America/Chicago,2020-03-08T08:00:00Z,City,1
81,Chandler,Arizona,257165,33.2829,-111.854,33.2829%2C-111.854,US,Arizona,State,AZ,1,Arizona,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Chandler,ft,0,1236,m,5,377,33.306,-111.841,FALSE,326856,Chandler,85225,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Maricopa', 'EnglishName': 'Maricopa'}]",MST,-7,FALSE,America/Phoenix,,City,1
82,Buffalo,New York,256304,42.8925,-78.8597,42.8925%2C-78.8597,US,New York,State,NY,1,New York,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Buffalo,ft,0,616,m,5,188,42.886,-78.878,FALSE,349726,Buffalo,14202,35,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Erie', 'EnglishName': 'Erie'}]",EST,-5,FALSE,America/New_York,2020-03-08T07:00:00Z,City,1
83,Lubbock,Texas,255885,33.5656,-101.886,33.5656%2C-101.886,US,Texas,State,TX,1,Texas,State,United States,US,United States,"['AirQualityCurrentConditions', 'AirQualityForecasts', 'Alerts', 'DailyAirQualityForecast', 'DailyPollenForecast', 'ForecastConfidence', 'MinuteCast', 'Radar']",Lubbock,ft,0,3217,m,5,981,33.578,-101.855,FALSE,331131,Lubbock,79401,45,North America,NAM,North America,"[{'Level': 2, 'LocalizedName': 'Lubbock', 'EnglishName': 'Lubbock'}]",CST,-6,FALSE,America/Chicago,2020-03-08T08:00:00Z,City,1
